label,score
1,4.26914883
1,2.20485473
1,2.64494991
1,2.22065449
1,1.70847106
1,3.02043867
1,2.04632354
1,3.60967755
1,2.95602155
1,2.91813874
1,3.40992332
1,1.65529990
1,3.42680645
1,3.34440947
1,4.14399052
1,2.06413150
1,3.26395345
1,2.52534008
1,3.32259083
1,3.45768428
1,3.24854541
1,4.01791430
1,4.18716526
1,2.54996753
1,4.76226234
1,2.70715833
1,3.99175096
1,3.55411959
1,3.32094383
1,4.24904585
1,2.43633485
1,3.63158917
1,2.54314828
1,3.61925721
1,1.73954082
1,2.67029357
1,3.41909909
1,3.26969552
1,2.13608980
1,3.19401670
1,2.28835678
1,2.66396785
1,2.26061678
1,3.10043716
1,3.24865294
1,2.08726859
1,3.12679005
1,2.05079055
1,4.12190580
1,4.76912165
1,3.86928225
1,2.63047338
1,3.08034062
1,2.92158985
1,2.72730923
1,3.06009197
1,3.51849413
1,4.33943701
1,3.51747370
1,2.59912324
1,3.39501476
1,2.86542630
1,1.50230980
1,2.09564543
1,2.28192568
1,3.33219624
1,2.63199019
1,2.28543186
1,3.14023757
1,2.00239611
1,3.06803632
1,3.73320937
1,1.38858104
1,2.61102080
1,2.60522461
1,2.68157148
1,2.97983837
1,1.97474229
1,2.37480664
1,2.64306211
1,4.27455473
1,3.05257845
1,3.44241691
1,3.04535198
1,3.25415063
1,1.40244591
1,3.08196545
1,1.95863748
1,2.36556625
1,3.78042173
1,3.98966050
1,3.93267989
1,3.67408204
1,2.54526234
1,3.09796238
1,2.80309558
1,4.19384623
1,2.53852940
1,4.30040216
1,2.64251471
1,3.59335494
1,3.13881731
1,3.27707553
1,1.70716941
1,3.93774676
1,2.77925229
1,3.58467007
1,1.77206290
1,5.05098248
1,2.56356454
1,3.83761120
1,1.05998242
1,3.12300706
1,3.90568972
1,3.18392992
1,1.62739897
1,2.66802359
1,3.22951221
1,2.77252221
1,2.42745543
1,3.24076986
1,1.61442018
1,2.28612304
1,2.96348000
1,3.06759691
1,2.97296047
1,2.33920169
1,4.09752846
1,3.62727952
1,4.03464365
1,1.54799151
1,3.31001115
1,3.63696718
1,2.42005825
1,1.66664374
1,3.16061044
1,2.10648370
1,3.62467694
1,1.81980133
1,3.17722893
1,2.71825624
1,2.36286449
1,2.78313446
1,3.26520157
1,3.87303710
1,3.27211237
1,3.21636796
1,3.19353771
1,3.66502881
1,3.90023685
1,2.14261961
1,2.88663411
1,2.66746354
1,3.81753540
1,1.62408447
1,1.86456537
1,2.69253874
1,3.50828409
1,2.11686158
1,5.09459114
1,2.10545063
1,3.45371199
1,3.02687550
1,1.45536160
1,3.20110226
1,3.95046139
1,3.71454239
1,3.00202060
1,1.97714186
1,2.55410337
1,4.25336456
1,3.10605049
1,2.45589328
1,3.71369767
1,1.61937821
1,3.31236744
1,3.03106189
1,1.16063988
1,3.23516893
1,2.53624678
1,2.99497771
1,4.10884380
1,2.94663191
1,2.96729565
1,1.73824441
1,2.93576765
1,2.12515569
1,3.56103516
1,1.36577749
1,2.93705583
1,4.40697384
1,1.98853219
1,2.94964504
1,2.47531509
1,1.27312291
1,3.50112748
1,4.16144943
1,4.31508398
1,2.46469927
1,3.45280933
1,3.63044572
1,4.87955046
1,3.14912224
1,2.86749959
1,4.24023533
1,3.23025846
1,1.48176003
1,2.80869865
1,3.79940414
1,4.34174442
1,3.12388968
1,2.23494983
1,1.95291328
1,2.52330208
1,3.55017972
1,2.30511379
1,2.00417495
1,3.07225585
1,3.20675182
1,2.67292571
1,2.28806734
1,2.88396621
1,1.93586016
1,2.08608150
1,4.08584690
1,3.49041796
1,2.64706326
1,2.69107008
1,3.53006816
1,4.13230705
1,3.52355313
1,2.56813931
1,3.17948532
1,4.11441278
1,2.25239849
1,2.82403946
1,1.51775968
1,2.92689180
1,2.83222008
1,1.95988023
1,4.24635315
1,2.56784987
1,2.61358309
1,1.79094648
1,2.66504407
1,2.39088297
1,2.54335594
1,1.40337336
1,3.77144241
1,2.89768672
1,1.75078261
1,2.72684383
1,2.75749969
1,3.51474285
1,3.23412871
1,1.96231890
1,2.58557034
1,3.22775578
1,2.75245237
1,2.30130672
1,3.28725719
1,3.42784762
1,3.33410931
1,4.06882286
1,3.27888393
1,2.84357429
1,3.88050580
1,3.06695223
1,2.89075518
1,3.21213508
1,2.08830142
1,4.09927559
1,3.66923141
1,3.06977487
1,3.02620602
1,4.50951719
1,3.49466658
1,1.62691259
1,2.49882984
1,3.17073011
1,3.54771137
1,3.24401355
1,4.68190575
1,2.83576202
1,2.46031189
1,1.73396087
1,2.88852310
1,2.85645509
1,1.73181641
1,3.05820990
1,2.32495165
1,2.85547495
1,3.22514701
1,2.67898607
1,2.60763812
1,2.42618203
1,3.15810633
1,2.96492243
1,3.74461317
1,3.94361544
1,1.84617805
1,2.03301048
1,2.90895796
1,2.16478896
1,2.45810294
1,1.69564867
1,2.40807295
1,3.40289307
1,2.55638576
1,2.37083101
1,3.54475331
1,3.90641880
1,3.74206281
1,2.43832898
1,3.32745552
1,3.37900305
1,2.41010475
1,2.64861846
1,4.47179508
1,2.02695251
1,2.67975402
1,3.39715385
1,3.47590590
1,3.72469115
1,2.50503421
1,3.16653824
1,1.98847413
1,3.91229916
1,2.84371996
1,3.66148973
1,3.62473083
1,3.76021791
1,1.89190543
1,2.90853786
1,4.42438507
1,4.22281837
1,3.60500765
1,3.96863556
1,5.06295776
1,1.98378325
1,2.96295643
1,1.58717370
1,2.13495684
1,1.88939261
1,2.58230495
1,3.16390395
1,2.01123261
1,2.19154406
1,2.60405469
1,3.72093463
1,1.65349054
1,3.04987431
1,2.83742452
1,3.34853315
1,3.06157184
1,1.67757308
1,2.07037258
1,2.98465276
1,2.53013706
1,1.57742417
1,1.98222685
1,3.39159822
1,3.22480297
1,2.91510487
1,4.16547918
1,2.93610525
1,3.76824522
1,3.06647468
1,3.28801107
1,2.83326983
1,2.06290460
1,2.48965096
1,4.72611809
1,4.41238165
1,2.70162487
1,2.90907121
1,2.21912098
1,2.00320315
1,1.93215322
1,3.10651302
1,3.16464424
1,2.34174562
1,3.77161670
1,2.81955957
1,2.81754971
1,2.33620715
1,2.47027254
1,3.73029923
1,3.45609021
1,2.21685076
1,3.85516262
1,2.51560640
1,3.93673801
1,3.85358000
1,1.89145994
1,2.58758068
1,2.61442304
1,2.39883757
1,3.70281696
1,3.69443512
1,4.11633348
1,1.96599090
1,3.25571680
1,2.23616648
1,2.85433745
1,3.64558744
1,3.50584745
1,3.28678989
1,3.45869732
1,4.10319567
1,3.47626853
1,4.21858215
1,3.03245640
1,3.11459827
1,2.39180923
1,2.60746026
1,3.10777593
1,2.29611182
1,1.52049088
1,3.74950671
1,3.26028514
1,3.76061153
1,3.88751602
1,2.99071670
1,3.42060590
1,3.16900110
1,3.61925077
1,2.94268203
1,3.73858142
1,2.89120722
1,3.89228654
1,2.49588728
1,1.92033684
1,2.88989425
1,2.37593365
1,3.01830888
1,2.70988727
1,3.42579913
1,3.67172027
1,4.66554689
1,2.93213725
1,2.17216229
1,2.87799406
1,2.41977358
1,3.64851332
1,4.18661308
1,2.65750647
1,2.84510827
1,3.14762712
1,2.86881423
1,1.92022872
1,2.10618925
1,2.18403482
1,3.81534147
1,3.83129382
1,2.05329823
1,2.69493270
1,2.90698099
1,3.67892122
1,2.92646575
1,2.49899721
1,2.74684548
1,3.04071164
1,1.95972908
1,2.82285261
1,1.84291208
1,4.08385468
1,1.67041838
1,2.91441512
1,2.22855759
1,2.80910850
1,3.04930258
1,2.57109022
1,2.44139028
1,3.34804058
1,3.46576357
1,2.13412762
1,4.13946867
1,2.74855042
1,3.42039371
1,2.85408831
1,2.73565006
1,2.10868835
1,2.84222054
1,4.37514305
1,3.40310788
1,2.71769595
1,2.86069870
1,2.87270951
1,1.66455793
1,3.69543552
1,3.62176943
1,1.71222627
1,3.39780092
1,2.62816787
1,3.40998626
1,1.96553659
1,3.25667810
1,2.98139882
1,2.62304950
1,2.12852597
1,4.17885780
1,4.41032839
1,5.06048012
1,1.51881349
1,3.39075494
1,2.86004233
1,2.77225924
1,3.49446321
1,2.53440309
1,4.29584026
1,2.05572557
1,2.75172424
1,1.77733934
1,1.64393103
1,2.60513139
1,5.12590504
1,4.09175682
1,3.58481312
1,4.11998463
1,2.53897071
1,2.94209528
1,2.45366621
1,2.20663834
1,4.38862085
1,3.34930849
1,2.95074940
1,1.90837646
1,4.18826294
1,2.97562528
1,3.08271646
1,2.98616695
1,2.93261623
1,3.76942325
1,4.45794582
1,3.70035601
1,4.11362648
1,2.91478419
1,3.57192183
1,4.25478315
1,3.58327651
1,4.11919260
1,2.92553020
1,3.73628712
1,3.19527888
1,2.70121765
1,4.24588871
1,1.24913621
1,2.92361927
1,2.36491632
1,2.48907804
1,2.85764837
1,3.44967532
1,3.97327638
1,3.01089311
1,3.08824730
1,3.05009937
1,2.16988802
1,4.03919649
1,2.54834104
1,4.04486275
1,4.50776911
1,2.85997772
1,3.50519347
1,2.81329823
1,2.31218696
1,4.10442781
1,2.10735226
1,2.56844974
1,3.33403850
1,3.95488477
1,2.51912093
1,3.32909942
1,2.65285492
1,2.40736103
1,3.29378414
1,3.49606395
1,1.90171599
1,2.81891894
1,1.72453070
1,4.76972389
1,2.95151496
1,2.80059981
1,4.64011049
1,2.75479484
1,4.35390043
1,2.50828075
1,2.87492394
1,2.01850629
1,3.04765272
1,3.31132412
1,3.21618795
1,3.99277592
1,2.76126599
1,2.72886944
1,3.45965314
1,2.19664645
1,3.84881258
1,2.65749192
1,2.77309465
1,2.30040574
1,2.40930510
1,4.06202459
1,2.48310661
1,3.59434628
1,3.90292454
1,3.07198763
1,1.91977179
1,2.81821585
1,2.38099480
1,2.48178148
1,3.11316967
1,3.01563215
1,1.79316878
1,2.32901597
1,4.77585602
1,2.33446932
1,3.62508988
1,2.57749677
1,1.73690176
1,2.28293777
1,2.79106092
1,2.21931791
1,2.88186193
1,3.95691013
1,3.28281927
1,4.38506746
1,3.90616822
1,3.06758881
1,3.26311255
1,1.78570914
1,2.68928361
1,1.89145994
1,4.29584026
1,4.36401987
1,2.56488514
1,2.01696754
1,2.83446598
1,3.15207911
1,2.73217869
1,3.60382175
1,2.59310555
1,2.61997581
1,2.20881319
1,3.62065005
1,3.06823444
1,3.42340803
1,2.85791516
1,4.53153515
1,3.54949546
1,3.46044374
1,2.37052417
1,3.42708254
1,2.25008941
1,2.68140864
1,4.65912437
1,1.69211221
1,2.73535061
1,3.04106951
1,3.26901507
1,3.64036274
1,4.02140999
1,4.20569086
1,2.88790035
1,2.53470111
1,2.04995632
1,4.00356817
1,2.38919878
1,2.58483887
1,2.59098411
1,2.26317716
1,4.72525215
1,2.89649820
1,1.89272475
1,2.96067166
1,3.28140521
1,3.12668848
1,3.07399631
1,3.40601826
1,3.47207046
1,3.09896898
1,2.15638518
1,4.20873070
1,4.23569107
1,2.69410062
1,4.91587114
1,3.03401279
1,4.87908745
1,2.33431911
1,2.62647915
1,2.81925035
1,2.23631811
1,2.61343050
1,4.10641813
1,3.84451127
1,2.99522734
1,3.79368114
1,4.59897757
1,3.86754775
1,2.35339046
1,3.36653471
1,3.13014841
1,3.72719193
1,2.56180453
1,1.32978988
1,3.16155910
1,3.95880079
1,2.42508149
1,3.39892483
1,3.00429416
1,4.05901098
1,3.06169891
1,3.35831881
1,2.86015034
1,3.64516354
1,2.39523411
1,2.86853886
1,2.85613370
1,2.19036388
1,3.47056293
1,2.31365752
1,3.33877969
1,1.93575752
1,2.42993593
1,2.73735428
1,2.67030954
1,2.73835850
1,3.24794555
1,3.14840150
1,2.53514910
1,3.07203722
1,3.22495031
1,3.84258699
1,3.43543172
1,3.28982258
1,2.71912575
1,3.15402484
1,4.13791561
1,3.16792631
1,2.14635849
1,3.86659241
1,3.60309172
1,2.30846786
1,2.91608095
1,2.98116589
1,3.42314315
1,1.99709833
1,3.02498364
1,2.48604703
1,3.41037917
1,1.79781044
1,2.47605610
1,1.92720628
1,2.54890561
1,2.43757772
1,4.01607704
1,1.32979500
1,3.53500533
1,3.77240920
1,3.56313443
1,3.57936049
1,4.02751541
1,2.19674110
1,3.75119305
1,1.62633383
1,3.44321775
1,2.64282990
1,2.23676443
1,2.58216166
1,2.56407332
1,2.43575835
1,2.71143222
1,2.89463925
1,2.45371175
1,2.84590530
1,2.38185692
1,4.41478539
1,2.03475451
1,4.66537285
1,2.17315793
1,2.79763460
1,2.61867547
1,3.75630474
1,2.43288469
1,1.97033560
1,2.99728894
1,4.70792723
1,1.87848175
1,3.38740325
1,2.90859675
1,2.46377373
1,2.70684004
1,2.77127838
1,2.77578449
1,3.83079267
1,1.83050489
1,2.77868605
1,1.68019271
1,2.79257679
1,1.82793093
1,2.55592346
1,3.97308826
1,2.77148819
1,2.37643695
1,2.34548569
1,4.42795134
1,3.13708758
1,2.21022058
1,3.04102230
1,3.23091364
1,2.47078586
1,3.04016972
1,2.92675400
1,4.93774557
1,3.12888217
1,2.24999762
1,2.67926884
1,2.85575104
1,1.27312624
1,3.37799978
1,3.98404956
1,1.78429461
1,2.33472157
1,1.95568061
1,2.82769942
1,2.89020777
1,3.05086589
1,3.67220473
1,2.39435673
1,2.85728598
1,2.65361571
1,3.02582407
1,2.87859344
1,3.87413359
1,4.02386951
1,3.88447738
1,4.55419302
1,2.91380978
1,2.86939240
1,4.63662243
1,3.29145193
1,3.93085647
1,2.67924523
1,2.35371900
1,3.29873109
1,3.56997895
1,2.73510146
1,3.35062742
1,3.45000672
1,2.89299345
1,2.59737682
1,2.37277222
1,2.82080722
1,3.01205444
1,2.70579481
1,3.81714797
1,2.95211148
1,2.87538433
1,4.44368029
1,3.61904788
1,3.99083710
1,3.28305697
1,4.52918243
1,3.40844655
1,2.33754897
1,4.12625408
1,2.74190354
1,3.33816028
1,3.22732043
1,4.08112144
1,3.98065019
1,3.06352758
1,3.25406003
1,2.90177321
1,4.07522058
1,3.86802125
1,3.62265348
1,4.43644857
1,3.69436097
1,2.63815141
1,4.69638586
1,3.06537223
1,3.59989500
1,3.27246356
1,3.01548982
1,3.80788159
1,4.62103081
1,3.54359913
1,3.62345386
1,3.77046299
1,3.26888800
1,3.57717848
1,3.35244060
1,2.50918674
1,2.47646427
1,3.43592215
1,2.03100181
1,5.27440119
1,3.24638629
1,3.33696580
1,4.30778980
1,2.30482388
1,3.16046476
1,2.90748334
1,5.22684908
1,2.21088791
1,3.22906804
1,4.75243473
1,4.48291969
1,2.71586061
1,6.28821898
1,2.25326800
1,3.64022350
1,2.28248501
1,3.14042783
1,3.45350003
1,2.61924839
1,3.03219175
1,3.69969392
1,3.06332159
1,2.19348526
1,1.71325791
1,3.74664402
1,3.76735044
1,4.02700663
1,4.17102051
1,3.07377267
1,5.09262514
1,1.84138727
1,2.13383961
1,4.66267300
1,3.32988644
1,4.66600513
1,2.58093095
1,2.41263676
1,2.24397945
1,3.15379405
1,2.94673204
1,3.45935106
1,3.13712478
1,2.56977034
1,3.03122759
1,4.61263084
1,4.15804863
1,2.91767120
1,2.24526429
1,3.13071728
1,2.94887447
1,3.94477415
1,2.87707424
1,2.85760331
1,3.58183789
1,3.32649374
1,3.57926393
1,2.12009144
1,2.33332491
1,3.55329633
1,2.60006952
1,2.24974298
1,2.30195832
1,3.78106952
1,4.11499357
1,2.71335721
1,3.35447693
1,3.71938658
1,2.32709670
1,2.68037629
1,2.37717986
1,3.42125058
1,3.42317462
1,2.99113536
1,2.89659047
1,3.43752933
1,2.34290862
1,2.69098473
1,2.57867312
1,3.37886810
1,4.08720112
1,2.66957521
1,1.74614561
1,2.39151645
1,3.27831554
1,2.93527293
1,3.89238477
1,3.01562715
1,2.96247506
1,2.43030667
1,2.49562454
1,2.93098664
1,3.67140460
1,2.26233959
1,2.69820356
1,2.57541752
1,1.64409029
1,5.01128292
1,2.70736408
1,3.80535126
1,3.12786484
1,2.69603992
1,3.87408447
1,2.58252859
1,3.49496031
1,3.30322051
1,2.64706135
1,2.17951274
1,2.45753598
1,3.47219753
1,4.34865761
1,3.74410915
1,2.29287243
1,2.46029949
1,2.47247577
1,2.80344796
1,2.69776678
1,2.54609203
1,2.11151123
1,2.55805230
1,3.40271902
1,3.16588116
1,2.89471173
1,3.58564925
1,2.68133450
1,3.34387469
1,2.38920116
1,2.93142295
1,2.73853087
1,2.16144848
1,5.02747345
1,2.81376219
1,2.35964632
1,2.56572890
1,2.58394241
1,2.22971439
1,1.56005645
1,3.44483066
1,3.18849850
1,3.96742511
1,3.02725816
1,3.45323777
1,3.36581612
1,3.90726733
1,2.40573764
1,3.04802608
1,2.94982791
1,2.21637821
1,2.04677415
1,4.07927418
1,3.25579453
1,4.23995209
1,3.20020342
1,2.67868757
1,3.73997378
1,2.21095228
1,2.14549541
1,3.63467693
1,3.89018512
1,2.79763317
1,3.01156712
1,2.54630017
1,3.79092145
1,2.35422993
1,2.72850418
1,4.62431765
1,2.33120084
1,3.25718784
1,1.91730285
1,4.21570444
1,2.35575914
1,2.51512265
1,3.60972095
1,2.78448248
1,2.59901810
1,3.20265102
1,2.88688016
1,3.90566921
1,2.94055843
1,4.49049997
1,4.94800758
1,3.65076280
1,4.18584967
1,3.21821666
1,2.17583251
1,2.44362760
1,4.83694029
1,2.77230930
1,3.83611298
1,2.83781433
1,2.29610538
1,2.84766674
1,2.87377715
1,2.25596333
1,4.09016418
1,3.54608655
1,2.34885740
1,2.99946189
1,2.32264233
1,2.27329659
1,3.77446747
1,2.33945417
1,3.34139895
1,2.58787251
1,2.63055897
1,4.33808661
1,3.29239893
1,3.53747511
1,2.68475771
1,2.69557810
1,3.49190545
1,2.08297157
1,3.24467230
1,2.30430937
1,1.53594112
1,1.64060760
1,2.09618092
1,2.31606841
1,5.09264898
1,3.87075901
1,3.06080842
1,2.57952976
1,2.63549137
1,3.35203719
1,3.47128129
1,2.38169050
1,3.76352262
1,2.99889493
1,3.54139853
1,2.56900024
1,4.60384560
1,3.14915752
1,3.02067304
1,3.44042683
1,3.96529269
1,2.76506567
1,3.90835142
1,3.81573987
1,3.98127365
1,4.78248167
1,1.72241914
1,3.19003463
1,3.75627995
1,3.02058244
1,3.02907825
1,2.39399433
1,2.65874481
1,2.12953901
1,4.31832647
1,2.81399250
1,1.67517769
1,2.34906125
1,3.72331834
1,2.45619130
1,1.67797399
1,1.92085266
1,3.10331059
1,3.47035098
1,3.11608839
1,2.87118316
1,4.63632202
1,2.97769928
1,2.07820106
1,3.26902843
1,3.55181551
1,4.03673124
1,2.22130919
1,3.07034969
1,2.36981678
1,2.90073133
1,3.67455792
1,2.89892006
1,2.71372914
1,1.86784744
1,3.13838315
1,3.43118691
1,2.18062687
1,3.28002405
1,4.11125374
1,3.83443189
1,2.36109757
1,3.61430192
1,2.71955395
1,2.03037858
1,3.87138700
1,3.63712311
1,3.90765977
1,3.27011275
1,2.12209415
1,2.37158918
1,4.34821653
1,1.84392309
1,3.22880197
1,4.22591782
1,2.96832538
1,3.36481571
1,2.52964067
1,3.86632705
1,2.52596331
1,3.86848187
1,1.83616936
1,2.84888554
1,2.39864635
1,3.92469192
1,3.30584168
1,1.87814987
1,3.44065857
1,2.28977942
1,4.33364105
1,2.92217970
1,3.42955899
1,3.17833805
1,3.17375112
1,2.50259328
1,2.21483445
1,4.10208035
1,2.52123260
1,4.49915838
1,2.05727863
1,2.30170178
1,2.69409084
1,1.73868287
1,3.16616607
1,2.48719692
1,3.83082151
1,4.38774061
1,2.89955974
1,1.96708679
1,3.47756672
1,2.35573363
1,3.37891102
1,3.44246268
1,3.21702981
1,1.85349000
1,2.99861479
1,2.79701400
1,2.90404987
1,2.29712105
1,4.32083225
1,2.41477251
1,2.85695457
1,2.05685592
1,3.81445217
1,2.95557737
1,4.14281988
1,3.65553284
1,4.32840919
1,3.72605228
1,2.94299936
1,3.25985360
1,2.18995953
1,2.60024548
1,4.72593117
1,3.56346631
1,2.66360021
1,2.37330723
1,2.52377629
1,1.57639956
1,2.59442520
1,3.77809811
1,3.04498029
1,2.77456403
1,3.26457500
1,1.78099680
1,4.99195051
1,2.33919716
1,3.50703406
1,3.15551710
1,5.75902557
1,3.28876472
1,3.67655182
1,3.05349469
1,2.94478011
1,5.57305288
1,3.83090091
1,2.03372097
1,2.68834758
1,3.15638304
1,3.27554584
1,3.13727236
1,2.53507185
1,2.22639871
1,3.16944313
1,2.50779819
1,3.85718155
1,3.62249088
1,3.01556325
1,2.39017606
1,2.94271398
1,2.76386094
1,2.48663044
1,4.19920063
1,3.74973559
1,2.44198847
1,2.01831722
1,3.20178127
1,4.69265413
1,1.83886206
1,5.47446871
1,2.87888622
1,3.05986524
1,2.64585400
1,3.36212945
1,2.67863727
1,3.01825118
1,3.34245968
1,2.49249864
1,2.38633823
1,2.79922318
1,2.39099669
1,2.71659184
1,3.49379086
1,3.65819883
1,3.88148928
1,2.02948475
1,3.55516338
1,3.52797031
1,4.62019062
1,3.79339814
1,3.28157711
1,2.12685871
1,3.47966886
1,1.83421350
1,2.76879168
1,2.34564734
1,1.75297475
1,2.25260830
1,3.33419275
1,4.50852442
1,2.58799958
1,1.73917317
1,4.46750593
1,2.10906482
1,2.67524338
1,3.68627930
1,3.33731890
1,4.06736565
1,3.25816822
1,3.53936338
1,2.87176561
1,2.49602985
1,2.71496320
1,4.11079454
1,2.89516473
1,2.28715301
1,3.29750252
1,2.85583615
1,3.70334792
1,4.09357452
1,3.44925499
1,4.49629736
1,4.04945564
1,2.86376309
1,3.46172380
1,3.13108277
1,3.59932375
1,2.25268984
1,2.70438957
1,3.47587013
1,3.02937269
1,3.77233243
1,2.23528266
1,2.97858095
1,3.02704716
1,3.70341754
1,2.83165026
1,3.78933883
1,1.78571212
1,3.73792744
1,3.67593050
1,3.62753129
1,3.29936552
1,3.78846788
1,3.12444401
1,2.02482009
1,4.46328974
1,2.39327836
1,3.06548595
1,1.53217340
1,3.15292740
1,1.48864114
1,4.40035248
1,2.61015415
1,3.78499341
1,4.60789490
1,3.15186405
1,2.65412426
1,3.66440701
1,2.24838257
1,3.47618580
1,3.77147460
1,3.32524824
1,2.41536999
1,3.36654234
1,3.78579235
1,3.44944119
1,2.61938691
1,2.94280529
1,2.63675785
1,1.56915450
1,2.53039980
1,2.82074547
1,3.24030089
1,2.05677462
1,3.41619968
1,3.39825034
1,2.28701496
1,2.97309113
1,2.64104247
1,2.47315478
1,3.08523440
1,3.50231290
1,2.39556193
1,2.71894360
1,3.08717251
1,3.37817764
1,3.39649320
1,2.39905095
1,2.76292467
1,3.78770661
1,2.73742557
1,2.62352276
1,3.10645199
1,2.53634930
1,2.42421055
1,4.30315685
1,3.77348804
1,2.15803719
1,3.32878900
1,2.34769726
1,1.74495542
1,3.16762686
1,2.85384870
1,2.32731557
1,2.09246635
1,1.93265390
1,3.34641004
1,3.69090438
1,2.81943226
1,4.63311672
1,3.75797176
1,3.26208949
1,3.33622360
1,2.84040117
1,2.61924863
1,2.58375287
1,2.16393781
1,2.79189420
1,3.19956231
1,2.92268157
1,2.49798989
1,2.91591525
1,2.52993131
1,4.47961617
1,3.11160254
1,2.16294360
1,4.88019133
1,3.44888353
1,2.83528566
1,4.55924654
1,2.88920593
1,3.95109224
1,3.01198983
1,3.19886184
1,3.12674999
1,2.79146576
1,3.26550269
1,2.49081969
1,3.77446485
1,1.57305694
1,2.79399610
1,2.93052602
1,2.49374008
1,3.65727329
1,2.94518256
1,3.48183537
1,2.65590787
1,2.34039092
1,2.91329288
1,4.10309362
1,2.82367659
1,2.05232477
1,2.81191301
1,2.38194442
1,2.10166073
1,3.90600419
1,3.54552031
1,2.42072010
1,3.08226132
1,3.55536938
1,3.59253192
1,1.87414908
1,4.37927341
1,2.96693707
1,2.62734652
1,3.70886326
1,1.70753753
1,2.52968240
1,2.47727609
1,3.48800898
1,3.45971823
1,1.87299562
1,3.78180957
1,2.31151843
1,2.28567553
1,2.80995250
1,2.07297301
1,3.16891789
1,2.97392297
1,2.57315898
1,3.41817808
1,2.71715093
1,1.48572373
1,2.32899356
1,2.68526244
1,2.12872767
1,3.77596784
1,2.38882828
1,2.85078382
1,3.54477739
1,3.77573395
1,3.86575866
1,2.85145855
1,2.86049366
1,2.65402508
1,2.73060989
1,1.15665948
1,2.60259175
1,3.45253658
1,2.50124645
1,3.21149826
1,2.12567687
1,3.52586603
1,3.04454708
1,2.55271649
1,3.00576830
1,4.35222769
1,3.25823689
1,3.34329128
1,2.56151700
1,1.46878684
1,2.05148315
1,3.07448149
1,3.12898517
1,1.12177849
1,3.12300968
1,3.22866488
1,3.77150083
1,3.14175463
1,3.32994437
1,2.30825377
1,2.77612400
1,2.50781918
1,2.16320467
1,2.87101865
1,3.63831067
1,3.93140960
1,2.29760909
1,1.12438345
